x1,x2,x3,x4,survived
13,79,46,78,1
26,44,55,97,1
64,9,31,53,0
20,81,47,14,0
79,66,51,0,1
1,21,62,99,0
81,43,24,89,1
56,63,69,44,1
44,10,47,44,1
5,34,43,40,1
98,40,64,2,1
8,85,59,47,0
99,4,53,8,1
28,32,18,81,1
0,37,59,28,0
36,71,97,11,0
72,55,48,56,1
15,4,49,15,0
82,98,60,3,1
25,85,92,51,1
98,65,29,0,1
73,8,6,28,0
69,44,95,54,0
17,7,61,29,1
7,78,98,52,0
22,42,59,87,1
65,74,35,88,1
46,50,28,71,0
96,43,98,46,0
20,39,91,44,1
12,53,38,28,1
72,76,8,64,0
30,70,10,28,0
90,85,56,95,1
64,79,47,33,0
11,25,5,54,0
60,91,85,9,0
61,69,25,59,1
83,57,34,12,0
32,33,43,76,0
49,43,32,48,0
71,67,88,1,0
17,90,3,93,0
89,65,9,44,1
63,18,71,47,1
13,46,0,78,0
83,64,31,82,0
96,67,55,89,1
95,52,86,37,1
19,24,18,70,0
11,22,38,71,1
74,17,30,80,0
81,16,59,93,1
20,23,99,58,1
28,42,85,62,1
95,80,35,69,0
60,58,26,38,0
1,33,0,92,0
94,39,8,41,0
8,99,32,43,0
68,87,72,94,0
77,25,8,55,0
72,90,62,97,0
93,28,13,4,1
51,58,77,18,1
19,2,60,36,0
68,27,99,92,0
20,17,42,50,1
25,7,35,86,0
8,33,3,88,1
7,52,97,37,0
36,98,30,44,1
30,50,8,31,1
73,77,5,57,1
44,73,9,83,1
80,88,73,57,1
81,38,51,7,1
94,58,93,28,1
43,41,31,43,0
77,62,37,69,0
33,3,98,94,0
6,49,95,19,1
38,62,28,45,1
71,59,95,99,0
22,16,74,49,1
72,92,32,58,0
95,60,68,62,0
76,56,8,69,0
1,82,36,18,0
25,49,17,38,1
90,59,49,12,1
0,92,24,3,0
45,50,65,29,1
47,58,22,8,0
51,84,85,24,1
0,36,52,51,0
41,34,62,36,0
46,42,72,10,1
11,4,37,38,1
72,47,36,39,0
8,24,13,78,1
18,49,61,12,0
47,81,56,97,0
40,24,23,16,1
75,13,80,77,1
53,77,42,24,0
53,62,30,71,1
50,10,7,91,0
55,99,16,75,0
4,56,36,26,0
76,53,41,57,0
31,81,18,95,0
64,21,78,96,0
82,79,7,39,0
66,48,90,29,0
28,71,90,25,1
37,37,84,23,1
38,0,42,14,0
14,65,48,71,0
79,98,94,35,0
20,33,41,92,0
93,10,78,78,1
10,10,17,33,0
58,91,0,76,0
86,58,78,98,0
47,25,61,78,1
33,97,91,98,1
24,57,91,4,1
75,28,81,2,0
65,90,59,47,0
57,60,87,13,0
77,85,92,13,1
58,69,12,10,0
32,33,92,3,0
59,78,71,80,0
79,22,24,51,1
40,41,90,36,1
96,55,23,6,0
27,88,23,20,0
35,62,99,73,1
98,22,44,22,1
42,75,55,95,1
50,46,98,27,0
69,76,53,75,1
37,83,45,29,1
64,26,49,82,1
41,81,92,39,1
26,0,13,18,1
96,14,27,25,0
44,96,36,96,0
98,98,84,8,1
52,62,83,95,1
42,65,42,63,1
52,48,98,52,0
68,44,42,34,1
23,93,19,27,0
95,10,32,17,0
22,82,74,67,0
69,89,70,66,0
20,93,68,62,0
73,88,80,51,0
9,86,3,87,0
90,51,40,58,1
31,97,66,85,1
61,39,74,60,1
82,23,6,26,1
60,68,15,27,1
89,15,80,5,0
25,72,91,3,1
94,60,68,90,0
98,84,77,79,1
64,98,80,21,1
34,14,58,6,1
29,98,5,30,1
51,19,73,85,0
0,37,50,67,1
46,12,85,20,1
81,87,26,24,0
3,28,69,80,1
29,31,56,18,1
76,61,8,33,1
48,23,13,0,1
70,15,97,20,0
28,42,26,64,0
39,8,56,97,0
89,12,74,90,0
13,27,35,41,1
95,77,56,20,1
81,21,41,97,1
93,18,42,62,0
60,1,60,97,1
75,20,98,57,1
45,85,39,61,1
6,91,99,65,0
15,66,53,34,0
61,7,38,23,1
57,28,3,84,1
22,72,52,89,0
55,34,33,79,1
23,26,4,91,1
32,75,45,51,1
26,47,58,93,1
47,47,15,74,1
24,96,94,1,1
80,78,99,56,1
92,80,78,32,0
10,84,73,4,0
8,69,45,3,1
17,67,3,18,0
37,32,96,80,0
49,57,59,25,1
6,23,13,15,1
52,49,33,96,1
43,44,11,83,0
48,34,26,53,0
21,26,12,3,1
37,52,17,61,1
82,88,12,28,0
15,44,59,94,0
36,3,11,81,1
80,69,31,37,0
71,61,2,42,0
41,29,38,14,0
39,9,91,62,0
21,0,32,96,0
64,38,1,44,0
9,2,87,55,0
76,36,26,90,0
85,74,78,70,0
90,91,25,63,0
97,70,92,56,0
57,92,74,25,1
78,52,48,11,0
10,60,77,30,1
42,38,43,46,1
59,26,82,56,0
61,46,60,27,0
36,94,95,97,1
60,35,2,88,0
28,70,31,47,0
66,62,57,67,1
1,86,38,73,1
3,70,36,20,0
94,15,64,70,0
32,57,25,22,1
72,16,79,49,1
42,28,43,40,0
14,95,11,74,0
18,17,40,50,1
93,53,21,5,0
36,51,53,21,0
68,97,30,40,1
92,94,62,53,0
29,61,32,93,0
67,37,73,17,0
68,1,79,51,1
28,86,53,63,0
99,35,3,87,0
23,12,14,46,1
29,20,68,62,1
60,92,2,93,1
75,48,2,36,1
21,91,87,63,1
24,67,42,47,1
79,63,88,15,0
2,99,19,70,1
63,85,73,16,1
4,16,58,53,0
1,37,45,30,0
24,67,59,69,1
79,74,29,41,1
18,53,65,57,0
56,58,28,69,1
6,46,61,36,1
62,68,30,69,1
83,65,47,73,0
19,67,90,19,0
52,30,55,74,0
7,42,78,45,0
66,22,70,60,1
83,15,5,60,1
49,26,90,77,1
37,49,13,22,0
83,22,89,2,1
7,31,88,49,0
54,0,4,67,0
54,59,66,69,1
43,0,4,58,0
32,6,76,65,0
17,80,41,98,0
21,62,1,61,0
93,51,82,18,1
72,30,58,48,0
40,90,10,98,0
91,53,88,28,0
61,61,30,23,0
41,12,14,72,1
23,2,48,81,0
7,92,1,14,0
84,96,29,76,0
52,60,2,12,1
38,0,5,1,0
17,66,44,54,1
60,3,78,25,1
36,60,16,47,0
98,22,84,52,1
78,24,56,75,0
95,57,10,90,0
83,23,26,9,0
2,93,28,37,0
99,34,75,84,1
16,28,50,76,0
26,70,63,83,1
37,3,7,56,0
29,75,53,84,0
70,81,23,75,0
97,17,13,26,1
1,27,10,95,0
66,75,92,81,0
67,16,11,71,0
45,40,17,95,1
60,35,82,31,1
61,18,88,63,0
55,77,74,56,0
80,53,27,89,0
56,53,43,39,1
6,79,8,2,1
25,84,74,31,1
22,87,0,8,0
84,25,94,60,1
6,9,85,34,1
53,49,48,72,1
8,32,78,27,1
59,66,20,44,1
58,63,99,56,0
65,30,62,89,1
43,1,81,79,1
67,88,38,20,1
68,66,74,62,1
35,77,38,69,1
7,14,75,97,0
60,99,16,35,0
84,82,68,63,0
13,14,83,88,0
95,10,28,65,1
86,96,79,94,0
65,76,5,31,0
62,40,6,81,0
4,34,85,1,0
71,40,58,89,1
78,50,70,58,0
99,88,89,67,1
86,85,49,46,0
38,35,36,10,1
7,8,65,97,0
22,28,98,68,0
91,4,23,30,0
42,37,32,14,1
98,79,87,19,1
70,95,8,93,1
64,46,76,30,0
53,33,10,70,1
64,69,19,93,0
18,39,26,96,1
85,20,22,11,0
69,64,6,74,1
98,67,44,80,1
33,34,93,92,0
79,9,60,47,0
59,73,85,37,0
16,77,2,59,0
79,51,38,73,0
82,8,81,85,0
97,24,8,94,0
98,25,11,23,1
27,35,48,16,0
12,84,32,47,1
69,69,7,10,0
24,32,74,28,0
65,10,97,26,1
62,27,20,28,1
62,63,16,25,0
29,50,24,15,1
79,39,15,50,0
0,91,40,34,1
53,43,25,92,0
55,13,49,28,0
93,76,45,17,0
97,81,0,69,0
80,55,62,62,0
71,92,54,5,0
20,75,16,14,1
69,44,79,76,0
90,51,31,58,0
62,61,80,84,1
29,95,18,93,0
76,82,81,54,1
31,14,74,13,0
71,42,4,23,0
24,54,27,38,1
15,56,43,51,1
65,40,61,28,0
61,31,13,81,1
56,15,12,35,0
1,74,16,54,0
47,71,91,49,1
87,77,25,65,0
15,5,94,20,1
49,41,76,49,0
47,36,39,93,1
90,2,45,63,1
16,21,67,41,0
62,56,5,30,0
88,13,45,61,0
48,14,29,6,1
88,28,76,24,1
36,11,63,37,1
32,52,94,13,0
72,20,43,67,0
55,34,12,24,0
60,85,81,61,0
13,73,88,60,1
34,13,4,84,1
95,34,23,41,1
45,96,2,44,0
99,77,84,2,0
22,32,55,51,0
82,8,83,42,0
43,10,57,82,0
49,16,82,22,1
51,0,4,98,1
40,27,7,15,0
99,99,54,51,0
72,44,64,24,1
3,98,77,41,1
97,34,94,31,0
21,31,4,97,0
68,57,29,71,1
26,20,79,20,0
43,75,6,20,0
7,98,98,41,0
72,33,26,91,1
82,31,61,12,0
64,34,98,48,1
2,70,31,49,0
99,7,47,73,1
39,37,48,20,0
25,93,65,90,1
2,10,14,92,0
57,45,43,67,0
40,23,59,62,1
77,46,70,79,1
34,17,47,50,1
98,63,16,33,1
62,64,46,42,1
46,52,48,26,1
91,61,28,25,0
40,54,67,51,1
87,70,70,55,0
58,26,48,61,0
25,10,35,68,1
30,80,68,24,1
77,34,61,19,0
52,16,49,95,0
9,7,81,49,1
79,4,58,11,1
47,62,43,65,0
68,56,49,9,1
65,35,39,3,1
86,52,18,37,1
44,93,44,5,1
40,80,8,62,0
38,34,69,78,1
10,2,68,15,1
2,65,45,3,1
52,18,80,76,0
2,48,44,40,0
5,82,88,90,0
36,88,29,4,0
11,20,11,32,1
75,70,70,78,1
80,30,77,33,0
94,54,8,7,1
84,23,47,28,1
33,7,16,92,0
29,8,89,73,0
3,90,43,23,1
31,54,1,18,1
2,25,8,40,1
81,25,13,57,1
39,4,78,28,0
10,47,58,19,1
25,47,19,29,1
54,8,45,22,0
87,82,58,70,0
29,1,93,27,1
30,5,87,97,0
31,13,19,26,0
9,55,35,66,1
95,86,20,57,0
47,95,2,30,0
8,78,50,80,1
7,41,37,43,1
58,16,89,86,1
79,83,43,11,1
71,89,42,47,0
95,59,77,68,0
87,27,84,18,0
52,1,44,16,0
48,69,39,76,0
58,95,94,35,1
68,13,66,87,0
47,11,21,69,0
58,66,55,65,0
72,52,75,89,1
37,65,67,75,0
41,88,22,90,0
82,9,12,40,0
13,78,4,87,0
91,62,84,20,1
61,40,36,73,0
85,15,94,79,1
72,85,36,34,1
11,62,19,88,0
16,73,90,28,1
69,25,74,69,0
71,52,17,88,0
49,78,13,43,0
10,43,80,75,0
71,96,64,75,0
64,89,90,23,1
11,45,1,37,0
91,38,27,4,1
65,41,12,4,0
44,7,89,21,1
39,87,63,4,1
21,62,70,87,0
3,44,41,68,0
69,21,60,77,0
28,68,82,66,1
23,93,18,25,1
37,68,40,58,0
92,10,26,93,1
86,45,41,31,1
79,15,87,74,1
0,81,37,16,0
82,37,50,86,0
7,27,82,84,0
83,92,60,15,0
69,55,85,62,0
29,93,63,56,1
37,92,66,43,1
88,68,89,0,0
35,11,70,75,0
43,66,18,89,1
89,90,7,49,1
80,28,73,40,1
37,3,35,71,1
83,86,5,93,0
50,57,21,31,0
21,19,34,79,0
55,20,42,4,0
95,53,39,29,1
65,18,76,80,1
10,72,38,59,1
64,96,58,38,1
83,79,31,71,0
31,36,8,51,0
84,40,84,67,0
88,96,97,67,0
6,1,5,33,1
96,87,69,13,0
88,85,50,28,0
60,91,23,19,1
29,13,33,27,0
13,29,63,7,1
5,44,43,49,0
97,97,89,48,0
35,12,25,84,1
70,72,65,7,0
97,0,41,60,1
11,46,11,5,0
73,67,10,98,1
4,27,32,42,1
53,98,66,94,0
83,66,29,63,0
62,4,44,61,0
59,40,12,7,0
81,4,82,41,0
78,5,88,45,0
48,59,58,46,0
9,7,22,60,0
94,49,27,27,0
34,87,88,69,1
33,78,29,26,1
46,73,60,24,1
11,77,16,41,0
11,30,61,95,1
65,51,99,15,1
72,97,28,52,1
72,89,97,7,0
93,23,96,55,0
84,24,79,41,0
23,32,47,59,0
81,48,98,2,0
31,40,31,43,1
71,12,94,62,1
50,33,84,25,1
31,25,75,35,1
77,23,10,86,0
88,69,98,19,1
26,71,38,62,1
33,32,87,91,1
52,56,27,85,1
10,75,51,75,1
46,86,41,5,1
21,25,3,72,0
2,31,33,67,1
73,67,23,38,0
12,76,57,57,0
62,76,92,89,0
68,89,19,82,1
40,44,97,45,1
34,14,89,73,0
60,81,8,0,0
80,74,91,79,1
97,70,72,11,1
65,19,61,1,0
38,54,26,23,1
35,40,29,64,1
96,9,18,4,1
61,35,14,11,1
26,95,37,23,0
92,6,23,87,1
57,49,18,14,0
88,6,60,84,1
9,33,70,37,1
44,20,67,18,1
60,89,33,51,1
14,36,78,49,1
81,38,60,68,0
67,58,25,46,1
17,49,83,44,1
6,3,32,90,0
31,60,26,51,0
19,2,88,59,1
20,1,17,23,0
81,88,6,50,0
53,36,87,11,1
80,72,49,0,1
90,59,65,35,0
95,91,28,91,0
41,71,54,70,1
4,88,17,80,0
39,53,92,64,0
66,91,46,51,0
46,91,69,13,0
76,23,72,78,1
47,71,5,37,0
39,1,46,32,1
1,40,79,89,0
96,37,13,4,0
17,25,14,75,1
43,35,64,84,0
50,24,84,59,0
47,71,4,21,0
20,31,19,71,1
48,41,36,83,1
13,23,6,90,0
20,7,53,42,1
95,89,53,56,1
42,1,93,53,0
56,77,42,33,1
34,81,74,20,1
32,96,90,18,0
54,64,31,55,0
96,5,40,17,0
84,76,57,91,0
98,52,70,19,1
9,97,94,67,0
20,58,67,2,0
32,23,71,34,1
95,85,75,35,0
14,47,56,6,1
23,59,35,43,1
42,2,52,38,0
42,98,99,98,0
54,35,86,78,1
53,71,61,69,1
7,60,75,82,0
73,77,29,15,0
22,76,50,9,0
47,67,12,33,0
83,20,32,68,1
10,8,10,4,0
64,58,75,80,1
25,60,8,38,1
24,41,45,54,1
38,16,86,17,0
64,36,42,70,0
21,97,89,15,0
89,64,8,28,0
23,35,2,65,0
54,25,0,62,1
56,63,72,19,0
91,2,10,81,1
49,97,32,60,1
65,43,4,21,1
83,88,40,81,1
51,64,37,35,0
62,80,53,8,0
59,35,56,95,0
55,21,17,1,1
26,47,65,79,0
8,44,41,79,1
32,58,49,25,1
10,57,46,57,1
38,73,31,44,0
21,16,26,3,1
98,62,70,13,1
61,65,32,41,1
87,51,8,31,1
82,96,45,80,0
63,40,26,26,1
19,29,15,48,1
63,36,60,52,0
10,18,76,99,1
82,93,91,98,1
60,13,81,12,0
20,82,16,40,0
56,33,82,50,1
17,28,71,20,0
98,12,49,5,0
93,0,65,63,1
5,9,83,42,1
16,19,87,46,0
82,15,8,89,0
79,81,82,39,1
14,88,18,26,1
55,72,57,24,0
57,77,1,71,1
83,54,11,42,1
41,33,73,27,0
92,31,58,99,1
70,33,11,79,1
31,21,12,98,1
7,31,34,35,1
96,34,74,90,0
87,82,5,86,0
66,8,33,19,1
6,41,75,4,1
68,13,21,55,1
44,12,24,70,0
49,6,53,63,0
93,98,47,57,1
33,39,48,22,1
68,90,52,49,1
14,94,12,88,0
53,57,9,10,1
98,91,79,13,0
94,81,24,47,0
49,21,26,97,1
87,19,23,43,0
13,3,96,81,1
48,7,48,58,0
38,14,54,10,1
47,18,85,23,1
54,72,19,37,0
55,53,13,40,1
70,34,26,1,0
17,3,86,82,1
26,1,98,63,1
15,43,96,9,0
55,67,98,55,0
11,78,46,90,1
87,2,82,50,1
5,42,49,45,0
82,2,74,11,0
59,62,17,33,0
36,52,34,29,1
70,19,87,6,1
57,55,44,99,0
15,37,42,87,1
28,60,16,93,0
14,30,8,49,0
27,63,15,28,1
19,74,54,8,0
5,1,60,86,1
47,10,62,72,0
56,81,26,15,1
41,19,78,24,1
8,91,0,47,1
29,7,19,48,1
99,49,28,52,1
12,95,21,44,0
71,24,11,2,0
63,23,81,6,0
94,80,21,6,1
94,2,42,18,1
56,6,68,16,1
79,48,55,59,0
15,84,66,38,0
55,18,27,83,0
9,2,3,31,1
76,51,14,17,0
11,96,71,91,0
69,1,32,30,1
14,83,90,55,1
64,16,61,8,1
36,15,72,62,1
22,43,32,93,1
32,34,4,36,0
2,79,15,33,1
75,85,71,54,0
22,84,50,44,0
16,21,78,55,0
36,16,37,76,0
88,59,5,71,1
17,29,88,16,0
81,80,47,79,0
70,94,13,34,1
43,96,10,41,0
17,10,72,60,1
47,40,94,69,0
97,70,70,73,0
18,13,28,89,1
95,82,40,95,1
77,77,35,30,0
87,84,84,46,1
46,26,59,61,0
72,98,52,10,0
8,70,15,96,1
58,90,27,70,1
33,12,63,61,0
65,48,65,96,0
27,26,62,36,0
51,55,89,51,0
65,58,66,92,0
76,6,12,54,1
58,8,16,69,0
33,83,83,23,1
93,19,7,46,0
10,16,46,40,1
64,21,97,76,0
69,28,21,16,0
70,24,17,36,0
94,78,11,94,1
46,24,5,57,1
3,61,87,39,0
85,60,30,85,0
97,86,89,14,1
94,76,94,22,0
69,99,6,47,0
54,10,97,44,0
55,55,50,36,0
30,50,26,93,0
44,68,48,91,0
87,94,3,31,0
67,57,75,21,1
51,16,73,44,0
7,58,66,75,1
67,7,34,79,0
29,17,14,82,0
15,60,66,25,1
16,72,91,58,0
8,61,16,93,0
46,69,88,50,0
40,51,29,73,0
41,25,60,53,0
12,92,33,36,1
74,22,80,63,0
45,19,81,66,0
58,68,64,77,1
8,41,45,86,1
2,71,53,39,1
16,57,46,99,0
13,52,84,48,0
29,52,36,71,1
99,35,76,78,1
60,84,84,37,1
50,69,30,40,1
77,89,59,96,0
42,59,50,49,0
64,33,59,19,0
21,38,30,53,0
53,43,62,49,1
38,1,33,49,0
83,90,27,86,1
51,63,46,19,1
19,42,26,31,0
2,83,84,46,0
67,46,52,75,1
43,25,74,7,0
14,53,43,3,0
17,58,35,18,1
5,1,54,46,0
55,24,32,88,0
48,57,67,18,1
74,70,45,75,1
63,29,62,75,0
51,67,1,5,1
56,60,84,44,0
48,86,72,47,0
23,94,32,95,0
79,77,79,98,0
75,94,16,9,0
16,5,76,61,0
59,89,24,86,1
76,10,2,97,1
50,11,67,89,1
49,77,60,37,0
13,86,1,25,0
46,27,88,82,1
49,93,90,17,1
17,71,59,63,1
92,68,12,19,1
45,78,41,53,0
46,97,49,14,1
90,29,13,42,1
21,46,56,97,0
54,88,82,10,0
73,91,89,21,1
46,80,38,78,0
44,54,36,64,1
68,41,95,70,1
18,34,57,98,0
56,55,30,91,0
61,83,58,6,1
7,60,1,66,1
64,8,94,37,1
37,36,74,90,1
71,81,31,27,0
76,48,90,0,1
48,18,96,25,0
54,38,48,51,0
90,20,86,53,0
41,2,54,7,0
49,29,89,21,0
75,22,79,17,1
11,37,55,68,1
31,50,84,14,1
64,4,82,46,1
53,53,53,0,0
71,80,62,36,0
56,13,81,83,0
90,74,95,83,1
68,63,37,89,1
26,74,6,44,1
6,77,15,51,0
17,35,96,26,0
15,83,42,88,0
71,15,7,56,1
22,32,48,67,1
11,96,57,80,0
68,60,32,28,1
91,68,40,38,0
11,89,79,29,0
95,7,59,45,0
4,42,69,73,1
95,49,9,5,1
83,55,38,28,0
31,77,90,65,1
81,4,42,68,0
82,44,51,35,1
3,97,11,14,1
92,0,19,57,1
40,39,32,68,0
11,75,90,81,0
31,42,96,26,1
48,58,87,97,1
90,59,51,62,0
13,8,64,78,0
13,19,42,95,1
21,59,60,73,0
71,67,33,57,1
12,4,44,83,1
36,26,33,23,0
75,78,87,51,1
58,20,89,3,1
25,65,4,52,0
42,63,92,62,0
80,30,79,70,1
16,95,34,54,0
80,56,15,52,0
10,81,48,87,0
30,40,41,4,0
28,5,54,89,1
84,87,83,45,0
43,2,77,10,0
75,10,46,73,0
61,60,7,4,1
74,5,37,9,0
97,93,76,15,1
29,77,42,23,0
37,65,46,63,1
93,13,35,77,0
29,25,76,99,1
11,0,26,28,0
66,35,11,99,1
57,25,49,77,1
53,95,75,42,1
43,5,72,78,1
41,22,61,26,1
13,22,70,14,1
10,66,17,1,1
94,48,66,24,0
45,9,76,43,1
60,39,64,50,0
55,45,65,0,1
72,88,17,98,1
44,29,46,2,1
54,27,96,9,1
71,1,60,25,0
45,63,41,41,0
72,29,26,16,0
34,54,63,30,1
55,38,47,75,1
36,7,80,15,0
60,53,76,11,0
86,37,41,30,1
45,13,63,59,1
51,1,34,45,0
94,79,30,78,1
26,75,57,16,1
12,34,16,80,0
83,7,16,97,0
23,89,98,40,1
50,36,26,84,0
24,96,88,94,0
56,41,62,39,0
61,99,66,99,0
43,50,85,84,1
45,22,58,40,1
61,44,28,1,1
93,12,37,2,1
49,63,95,85,1
44,66,55,87,0
12,10,27,94,1
20,13,49,83,0
20,42,75,96,1
22,15,93,79,0
40,24,23,21,1
39,10,65,87,0
37,16,11,64,1
91,80,49,72,1
40,45,85,93,0
52,20,0,53,0
87,98,31,70,1
55,49,50,91,0
90,25,73,85,1
38,45,40,52,1
92,49,90,67,1
83,91,31,48,1
24,21,6,77,0
10,79,88,34,1
80,94,60,21,1
66,99,9,2,1
39,71,86,82,1
71,10,4,76,0
52,5,6,59,1
86,48,80,18,1
52,78,46,98,0
58,16,47,66,0
75,63,24,16,1
73,4,53,37,1
93,93,96,83,0
3,4,68,3,1
96,70,62,78,1
45,90,62,27,1
88,87,31,33,0
60,74,61,77,1
96,38,26,74,1
24,12,93,86,1
47,93,93,42,0
14,57,40,15,0
45,12,88,69,0
1,51,49,29,0
93,18,99,86,0
71,18,22,41,1
88,86,67,45,1
79,86,55,17,0
88,19,79,47,1
89,62,97,56,0
27,43,27,22,0
85,57,37,70,0
5,27,1,57,1
71,11,6,52,0
96,67,60,67,0
7,72,60,93,0
47,54,27,65,1
34,22,81,91,1
29,2,45,62,0
85,30,37,48,0
59,70,95,7,1
38,91,53,11,1
83,72,92,77,1
77,43,69,85,1
27,39,56,77,1
89,12,47,36,1
28,65,90,98,0
61,64,81,71,0
78,26,94,76,0
82,80,50,87,1
80,57,15,39,1
88,43,15,72,0
70,75,14,45,1
52,73,97,76,1
50,13,31,90,1
84,77,68,14,1
59,50,64,31,1
92,9,21,90,1
22,15,13,43,0
61,38,52,27,0
18,61,73,96,1
16,14,76,63,0
99,82,15,43,1
18,75,70,72,1
13,21,26,48,0
31,8,32,72,1
19,22,64,65,1
15,65,40,87,0
17,92,53,4,1
40,50,8,36,0
43,86,46,94,1
61,34,29,26,0
32,85,23,19,1
80,63,95,80,1
70,70,54,19,0
17,40,98,31,0
21,17,16,98,0
11,18,62,5,0
39,67,34,69,1
52,84,55,11,0
72,78,88,32,1
26,11,85,3,1
27,10,90,70,1
24,8,67,44,0
64,15,53,96,0
11,87,2,49,1
25,77,35,14,1
85,33,35,44,1
72,20,37,25,1
39,42,8,62,1
7,62,79,87,1
63,26,32,86,0
21,70,75,9,0
71,19,1,73,0
72,41,63,2,0
31,39,22,90,0
68,68,8,67,1
68,15,78,80,1
32,68,22,30,0
13,84,31,45,0
81,90,1,14,0
97,57,49,24,0
45,89,65,9,0
56,94,51,40,1
10,15,19,1,1
26,89,62,3,0
42,49,59,88,1
78,7,37,14,0
65,1,17,84,0
98,40,25,55,1
31,49,78,38,0
96,6,18,7,0
48,77,1,77,0
36,61,63,87,1
93,90,95,2,1
9,1,30,74,1
40,99,71,28,0
64,61,30,56,0
81,89,20,0,1
27,62,95,89,0
99,85,78,7,1
13,69,89,51,1
13,80,72,9,0
45,4,65,89,1
71,3,52,42,0
28,44,67,35,0
35,36,99,44,0
32,80,32,92,0
21,40,40,18,0
54,70,11,28,1
59,26,84,84,0
14,93,93,56,1
24,49,25,90,0
58,14,38,95,0
87,79,87,23,0
88,0,9,94,1
59,5,21,63,1
98,11,88,83,0
31,74,46,11,0
76,46,15,64,0
40,27,69,22,1
66,99,36,17,0
59,9,55,18,0
53,48,23,21,1
49,9,60,47,0
42,36,70,99,1
18,24,30,47,0
1,45,58,58,0
26,66,35,1,0
37,85,36,45,0
58,16,73,61,1
70,29,17,49,1
8,69,6,47,1
33,80,12,36,0
44,11,37,88,1
14,27,37,38,1
33,46,50,23,1
52,96,36,23,0
78,2,43,51,0
37,3,0,60,1
38,71,68,64,1
40,67,89,36,1
19,45,72,30,0
31,42,41,7,0
43,80,36,43,1
2,51,0,41,1
37,22,98,39,0
59,91,54,73,0
51,78,12,9,1
7,38,5,22,1
13,8,63,6,0
75,89,10,30,1
90,61,68,54,1
11,85,48,69,0
95,14,70,75,0
10,22,4,96,0
70,19,4,85,1
7,75,13,36,1
34,8,81,67,1
77,29,8,32,0
9,89,64,64,0
88,88,10,4,1
73,83,47,66,1
64,13,21,72,1
35,25,45,92,0
42,14,92,47,0
71,3,9,11,1
47,57,21,78,1
47,8,4,77,0
44,75,80,71,1
63,46,31,32,1
15,43,38,27,0
74,77,40,78,0
32,99,43,32,1
2,35,95,52,1
16,78,24,42,1
98,23,51,70,1
99,92,34,44,1
5,15,53,20,1
68,29,62,27,0
90,48,0,46,0
77,70,84,86,1
55,41,40,98,0
30,87,9,73,0
89,80,2,20,1
61,97,4,10,1
71,86,60,40,0
43,69,29,19,1
82,5,76,62,1
61,55,35,94,1
88,72,85,27,1
29,79,36,88,1
53,9,6,22,0
68,58,15,93,1
77,45,37,61,1
89,5,21,45,1
90,29,10,23,0
83,0,44,62,0
87,23,71,82,0
37,9,23,82,0
62,77,99,92,1
32,13,67,18,1
90,60,13,50,1
48,14,78,43,1
71,66,64,41,1
31,87,23,34,1
95,54,39,1,1
21,4,59,58,1
50,23,72,48,0
60,31,48,27,0
28,12,7,69,1
18,20,68,69,0
75,19,17,31,1
3,61,35,19,1
59,92,19,0,0
17,90,44,2,1
10,85,90,43,1
25,77,98,75,1
48,91,19,69,1
89,57,37,95,1
79,4,59,48,0
35,63,8,30,0
39,9,71,28,1
74,67,14,9,1
13,41,84,57,0
37,15,93,90,1
65,16,78,96,0
85,91,12,35,0
2,33,37,35,1
28,25,61,60,1
20,96,56,12,1
53,65,44,27,1
99,56,98,75,1
12,38,93,79,1
28,26,16,99,1
35,97,48,15,0
90,4,15,75,0
91,5,39,36,1
62,54,15,73,0
47,93,63,10,1
52,98,29,79,1
96,39,8,27,0
87,84,79,99,0
79,44,3,81,1
23,91,33,8,0
2,31,12,65,0
69,68,42,7,1
3,33,58,96,1
30,67,21,49,0
66,91,14,84,0
24,88,42,48,0
81,26,49,90,1
78,67,58,70,0
3,70,94,99,1
39,2,49,18,0
80,79,83,48,1
78,50,71,53,1
95,76,26,55,0
39,80,54,19,1
93,21,9,27,1
58,75,0,59,1
37,94,12,84,0
12,47,7,85,0
30,64,38,80,1
40,3,48,98,1
42,68,79,30,0
16,90,38,80,0
74,8,11,82,0
42,45,81,52,0
8,79,53,2,0
4,5,64,77,0
58,37,76,69,0
71,61,84,84,0
24,42,11,4,1
99,14,29,59,0
69,11,48,4,0
86,95,96,85,0
80,55,26,45,0
54,27,68,52,1
18,75,96,88,1
34,35,6,21,1
41,5,99,77,0
30,82,82,38,0
98,60,22,33,1
73,17,33,2,0
75,12,47,10,0
42,56,27,67,1
36,17,64,59,0
66,85,89,50,1
32,43,25,98,0
94,59,20,88,1
24,2,44,87,0
85,22,5,69,0
77,37,17,52,1
64,79,48,16,0
28,75,74,19,1
74,58,42,16,0
14,79,20,95,1
23,67,35,20,0
79,24,32,83,1
34,8,92,64,0
11,30,31,69,0
6,86,23,9,0
58,92,52,48,1
43,17,37,94,1
80,57,58,3,1
64,32,48,79,0
88,13,34,87,1
34,63,25,57,1
68,2,56,26,0
85,76,10,27,1
21,85,32,84,1
32,80,23,29,1
6,24,44,18,0
56,80,96,89,1
79,94,87,50,1
18,40,19,2,0
88,35,59,72,1
39,91,10,78,0
19,8,9,25,0
83,87,78,3,1
99,68,78,79,0
14,49,81,7,0
31,9,73,41,1
52,51,44,88,0
